 2022-09-20 11:10:58,413 - 'd'
 2022-09-20 11:10:58,569 - 'e'
 2022-09-20 11:10:58,887 - Key.space
 2022-09-20 11:10:59,533 - 'k'
 2022-09-20 11:10:59,690 - 'e'
 2022-09-20 11:11:00,238 - 'y'
 2022-09-20 11:11:00,509 - 'l'
 2022-09-20 11:11:00,756 - 'o'
 2022-09-20 11:11:01,084 - 'g'
 2022-09-20 11:11:01,224 - 'g'
 2022-09-20 11:11:01,412 - 'e'
 2022-09-20 11:11:01,559 - 'r'
 2022-09-20 11:11:01,685 - Key.space
 2022-09-20 11:11:02,245 - 'w'
 2022-09-20 11:11:02,418 - 'e'
 2022-09-20 11:11:02,607 - 'r'
 2022-09-20 11:11:02,799 - 'k'
 2022-09-20 11:11:02,934 - 't'
 2022-09-20 11:11:03,127 - Key.enter
 2022-09-20 11:11:38,061 - 'n'
 2022-09-20 11:11:38,278 - 'u'
 2022-09-20 11:11:38,409 - Key.space
 2022-09-20 11:11:39,281 - 'a'
 2022-09-20 11:11:39,598 - 'l'
 2022-09-20 11:11:39,731 - 'l'
 2022-09-20 11:11:39,848 - 'e'
 2022-09-20 11:11:39,968 - 'e'
 2022-09-20 11:11:40,257 - 'n'
 2022-09-20 11:11:40,399 - Key.space
 2022-09-20 11:11:41,481 - 'n'
 2022-09-20 11:11:42,665 - 'o'
 2022-09-20 11:11:42,795 - 'g'
 2022-09-20 11:11:42,968 - Key.space
 2022-09-20 11:11:43,663 - 'z'
 2022-09-20 11:11:43,968 - 'o'
 2022-09-20 11:11:44,214 - 'r'
 2022-09-20 11:11:44,469 - 'g'
 2022-09-20 11:11:44,588 - 'e'
 2022-09-20 11:11:44,718 - 'n'
 2022-09-20 11:11:44,874 - Key.space
 2022-09-20 11:11:46,335 - 'v'
 2022-09-20 11:11:46,501 - 'o'
 2022-09-20 11:11:46,635 - 'o'
 2022-09-20 11:11:46,974 - 'r'
 2022-09-20 11:11:47,093 - Key.space
 2022-09-20 11:11:58,176 - 'd'
 2022-09-20 11:11:58,626 - 'a'
 2022-09-20 11:11:58,788 - 't'
 2022-09-20 11:11:59,067 - Key.space
 2022-09-20 11:11:59,239 - 't'
 2022-09-20 11:11:59,511 - Key.space
 2022-09-20 11:12:00,219 - 'g'
 2022-09-20 11:12:00,341 - 'e'
 2022-09-20 11:12:02,615 - 'e'
 2022-09-20 11:12:03,159 - 'm'
 2022-09-20 11:12:03,382 - 'a'
 2022-09-20 11:12:03,538 - 'i'
 2022-09-20 11:12:03,726 - 'l'
 2022-09-20 11:12:04,177 - 'd'
 2022-09-20 11:12:04,268 - Key.space
 2022-09-20 11:12:06,807 - 'w'
 2022-09-20 11:12:07,046 - 'o'
 2022-09-20 11:12:07,237 - 'r'
 2022-09-20 11:12:07,426 - 'd'
 2022-09-20 11:12:07,825 - Key.space
 2022-09-20 11:12:09,932 - 'e'
 2022-09-20 11:12:10,046 - 'n'
 2022-09-20 11:12:10,207 - Key.space
 2022-09-20 11:12:10,504 - 'd'
 2022-09-20 11:12:10,738 - 'a'
 2022-09-20 11:12:10,890 - 'n'
 2022-09-20 11:12:11,031 - Key.space
 2022-09-20 11:12:29,514 - 'm'
 2022-09-20 11:12:29,952 - 'n'
 2022-09-20 11:12:30,460 - Key.space
 2022-09-20 11:12:31,048 - 'i'
 2022-09-20 11:12:31,349 - 'd'
 2022-09-20 11:12:31,471 - 'i'
 2022-09-20 11:12:31,647 - 'o'
 2022-09-20 11:12:31,932 - 't'
 2022-09-20 11:12:32,137 - 'e'
 2022-09-20 11:12:32,262 - Key.space
 2022-09-20 11:12:33,629 - 'v'
 2022-09-20 11:12:33,914 - 'r'
 2022-09-20 11:12:34,128 - 'i'
 2022-09-20 11:12:34,253 - 'e'
 2022-09-20 11:12:34,392 - 'n'
 2022-09-20 11:12:34,567 - 'd'
 2022-09-20 11:12:34,720 - 'e'
 2022-09-20 11:12:34,849 - 'n'
 2022-09-20 11:12:34,991 - Key.space
 2022-09-20 11:12:37,503 - 't'
 2022-09-20 11:12:37,747 - 'r'
 2022-09-20 11:12:37,975 - 'i'
 2022-09-20 11:12:38,284 - 'c'
 2022-09-20 11:12:38,453 - 'k'
 2022-09-20 11:12:38,623 - 'e'
 2022-09-20 11:12:38,779 - 'n'
 2022-09-20 11:12:39,039 - Key.enter
 2022-09-20 11:13:00,660 - Key.print_screen
 2022-09-20 11:13:10,416 - Key.ctrl_l
 2022-09-20 11:13:10,786 - '\x16'
 2022-09-20 11:13:11,015 - Key.enter
 2022-09-20 11:13:16,958 - 'z'
 2022-09-20 11:13:17,178 - 'o'
 2022-09-20 11:13:18,586 - Key.space
 2022-09-20 11:13:18,819 - 'z'
 2022-09-20 11:13:19,219 - 'i'
 2022-09-20 11:13:19,384 - 'e'
 2022-09-20 11:13:19,579 - 't'
 2022-09-20 11:13:19,690 - Key.space
 2022-09-20 11:13:19,805 - 't'
 2022-09-20 11:13:19,908 - Key.space
 2022-09-20 11:13:21,056 - 'e'
 2022-09-20 11:13:21,166 - 'r'
 2022-09-20 11:13:21,301 - Key.space
 2022-09-20 11:13:21,720 - 'u'
 2022-09-20 11:13:21,856 - 'i'
 2022-09-20 11:13:21,969 - 't'
 2022-09-20 11:13:22,132 - Key.enter
 2022-09-20 11:14:04,681 - 't'
 2022-09-20 11:14:04,848 - Key.space
 2022-09-20 11:14:05,372 - 'i'
 2022-09-20 11:14:05,558 - 's'
 2022-09-20 11:14:05,655 - Key.space
 2022-09-20 11:14:06,194 - 'g'
 2022-09-20 11:14:06,388 - 'w'
 2022-09-20 11:14:06,505 - 'n'
 2022-09-20 11:14:06,649 - Key.space
 2022-09-20 11:14:07,634 - 'w'
 2022-09-20 11:14:07,778 - 'a'
 2022-09-20 11:14:08,068 - 't'
 2022-09-20 11:14:08,190 - Key.space
 2022-09-20 11:14:08,559 - 'h'
 2022-09-20 11:14:08,702 - 'e'
 2022-09-20 11:14:08,987 - 'l'
 2022-09-20 11:14:09,112 - 'e'
 2022-09-20 11:14:09,360 - 'm'
 2022-09-20 11:14:09,507 - 'a'
 2022-09-20 11:14:09,674 - 'a'
 2022-09-20 11:14:09,829 - 'l'
 2022-09-20 11:14:10,098 - Key.space
 2022-09-20 11:14:12,792 - 'r'
 2022-09-20 11:14:13,021 - 'e'
 2022-09-20 11:14:13,317 - 'c'
 2022-09-20 11:14:13,530 - 'h'
 2022-09-20 11:14:13,640 - 't'
 2022-09-20 11:14:13,910 - 's'
 2022-09-20 11:14:14,034 - Key.space
 2022-09-20 11:14:14,348 - 's'
 2022-09-20 11:14:14,616 - 't'
 2022-09-20 11:14:14,890 - 'a'
 2022-09-20 11:14:15,041 - 'a'
 2022-09-20 11:14:15,345 - 't'
 2022-09-20 11:14:15,457 - Key.space
 2022-09-20 11:14:15,614 - 'e'
 2022-09-20 11:14:15,747 - 'n'
 2022-09-20 11:14:15,973 - Key.space
 2022-09-20 11:14:17,714 - 'd'
 2022-09-20 11:14:18,370 - 'e'
 2022-09-20 11:14:18,560 - Key.space
 2022-09-20 11:14:19,167 - Key.backspace
 2022-09-20 11:14:19,365 - Key.backspace
 2022-09-20 11:14:19,870 - 'a'
 2022-09-20 11:14:20,193 - 't'
 2022-09-20 11:14:20,308 - Key.space
 2022-09-20 11:14:21,028 - 'l'
 2022-09-20 11:14:21,252 - 'i'
 2022-09-20 11:14:21,756 - 'n'
 2022-09-20 11:14:21,951 - 'k'
 2022-09-20 11:14:22,107 - 'e'
 2022-09-20 11:14:22,295 - 'r'
 2022-09-20 11:14:22,393 - Key.space
 2022-09-20 11:14:25,109 - Key.backspace
 2022-09-20 11:14:25,630 - Key.backspace
 2022-09-20 11:14:25,703 - Key.backspace
 2022-09-20 11:14:25,711 - Key.backspace
 2022-09-20 11:14:25,761 - Key.backspace
 2022-09-20 11:14:25,762 - Key.backspace
 2022-09-20 11:14:25,805 - Key.backspace
 2022-09-20 11:14:25,841 - Key.backspace
 2022-09-20 11:14:25,872 - Key.backspace
 2022-09-20 11:14:25,910 - Key.backspace
 2022-09-20 11:14:25,963 - Key.backspace
 2022-09-20 11:14:25,984 - Key.backspace
 2022-09-20 11:14:25,991 - Key.backspace
 2022-09-20 11:14:26,068 - Key.backspace
 2022-09-20 11:14:26,077 - Key.backspace
 2022-09-20 11:14:26,106 - Key.backspace
 2022-09-20 11:14:26,162 - Key.backspace
 2022-09-20 11:14:26,181 - Key.backspace
 2022-09-20 11:14:26,200 - Key.backspace
 2022-09-20 11:14:26,224 - Key.backspace
 2022-09-20 11:14:26,256 - Key.backspace
 2022-09-20 11:14:26,290 - Key.backspace
 2022-09-20 11:14:26,322 - Key.backspace
 2022-09-20 11:14:26,355 - Key.backspace
 2022-09-20 11:14:26,387 - Key.backspace
 2022-09-20 11:14:26,421 - Key.backspace
 2022-09-20 11:14:26,454 - Key.backspace
 2022-09-20 11:14:26,487 - Key.backspace
 2022-09-20 11:14:26,521 - Key.backspace
 2022-09-20 11:14:26,555 - Key.backspace
 2022-09-20 11:14:26,587 - Key.backspace
 2022-09-20 11:14:26,620 - Key.backspace
 2022-09-20 11:14:26,828 - Key.backspace
 2022-09-20 11:14:26,992 - Key.backspace
 2022-09-20 11:14:27,400 - Key.backspace
 2022-09-20 11:14:27,553 - Key.backspace
 2022-09-20 11:14:27,997 - Key.backspace
 2022-09-20 11:14:28,155 - Key.backspace
 2022-09-20 11:14:28,298 - Key.backspace
 2022-09-20 11:14:28,653 - Key.backspace
 2022-09-20 11:14:29,810 - 'w'
 2022-09-20 11:14:29,983 - 'a'
 2022-09-20 11:14:30,295 - 't'
 2022-09-20 11:14:30,409 - Key.space
 2022-09-20 11:14:31,471 - 'h'
 2022-09-20 11:14:31,944 - 'e'
 2022-09-20 11:14:32,079 - 'l'
 2022-09-20 11:14:32,195 - 'e'
 2022-09-20 11:14:32,364 - 'm'
 2022-09-20 11:14:32,577 - 'a'
 2022-09-20 11:14:32,731 - 'a'
 2022-09-20 11:14:32,892 - 'l'
 2022-09-20 11:14:33,138 - Key.space
 2022-09-20 11:14:34,053 - 'r'
 2022-09-20 11:14:34,240 - 'e'
 2022-09-20 11:14:34,461 - 'c'
 2022-09-20 11:14:34,653 - 'h'
 2022-09-20 11:14:34,745 - 't'
 2022-09-20 11:14:35,043 - 's'
 2022-09-20 11:14:35,164 - Key.space
 2022-09-20 11:14:35,486 - 's'
 2022-09-20 11:14:35,693 - 'a'
 2022-09-20 11:14:36,385 - Key.backspace
 2022-09-20 11:14:36,543 - 't'
 2022-09-20 11:14:36,855 - 'a'
 2022-09-20 11:14:36,995 - 'a'
 2022-09-20 11:14:37,451 - 'r'
 2022-09-20 11:14:37,586 - Key.space
 2022-09-20 11:14:38,210 - Key.backspace
 2022-09-20 11:14:38,331 - Key.backspace
 2022-09-20 11:14:38,627 - 't'
 2022-09-20 11:14:38,724 - Key.space
 2022-09-20 11:14:39,396 - 'd'
 2022-09-20 11:14:39,623 - 'a'
 2022-09-20 11:14:39,914 - 't'
 2022-09-20 11:14:40,019 - Key.space
 2022-09-20 11:14:40,267 - 'i'
 2022-09-20 11:14:40,421 - 's'
 2022-09-20 11:14:40,519 - Key.space
 2022-09-20 11:14:40,803 - 'd'
 2022-09-20 11:14:40,958 - 'e'
 2022-09-20 11:14:41,066 - Key.space
 2022-09-20 11:14:41,589 - 'k'
 2022-09-20 11:14:41,911 - 'n'
 2022-09-20 11:14:42,149 - 'o'
 2022-09-20 11:14:42,356 - 'p'
 2022-09-20 11:14:42,726 - Key.space
 2022-09-20 11:14:42,949 - 'e'
 2022-09-20 11:14:43,024 - 'n'
 2022-09-20 11:14:43,189 - Key.space
 2022-09-20 11:14:43,875 - 'd'
 2022-09-20 11:14:44,461 - Key.backspace
 2022-09-20 11:14:44,765 - 'a'
 2022-09-20 11:14:44,945 - 'l'
 2022-09-20 11:14:45,618 - Key.space
 2022-09-20 11:14:45,906 - 'd'
 2022-09-20 11:14:46,296 - 'a'
 2022-09-20 11:14:46,581 - 't'
 2022-09-20 11:14:46,696 - Key.space
 2022-09-20 11:14:46,952 - 'l'
 2022-09-20 11:14:47,180 - 'i'
 2022-09-20 11:14:47,413 - 'n'
 2022-09-20 11:14:47,586 - 'k'
 2022-09-20 11:14:47,691 - 'e'
 2022-09-20 11:14:47,864 - 'r'
 2022-09-20 11:14:47,950 - Key.space
 2022-09-20 11:14:48,403 - 'd'
 2022-09-20 11:14:48,561 - 'e'
 2022-09-20 11:14:48,685 - Key.space
 2022-09-20 11:14:49,403 - 'd'
 2022-09-20 11:14:49,612 - 'a'
 2022-09-20 11:14:49,823 - 't'
 2022-09-20 11:14:50,186 - 'u'
 2022-09-20 11:14:50,886 - 'm'
 2022-09-20 11:14:51,243 - Key.space
 2022-09-20 11:14:51,835 - 'e'
 2022-09-20 11:14:51,944 - 'n'
 2022-09-20 11:14:52,106 - Key.space
 2022-09-20 11:14:52,450 - 't'
 2022-09-20 11:14:52,603 - 'i'
 2022-09-20 11:14:52,777 - 'j'
 2022-09-20 11:14:53,326 - 'd'
 2022-09-20 11:14:53,408 - Key.enter
 2022-09-20 11:15:01,911 - 'e'
 2022-09-20 11:15:02,648 - 'x'
 2022-09-20 11:15:02,887 - Key.caps_lock
 2022-09-20 11:15:04,502 - 'a'
 2022-09-20 11:15:04,798 - 'c'
 2022-09-20 11:15:05,073 - 't'
 2022-09-20 11:15:05,602 - Key.backspace
 2022-09-20 11:15:05,767 - Key.backspace
 2022-09-20 11:15:05,988 - Key.backspace
 2022-09-20 11:15:06,543 - Key.caps_lock
 2022-09-20 11:15:07,065 - 'a'
 2022-09-20 11:15:07,286 - 'c'
 2022-09-20 11:15:07,517 - 't'
 2022-09-20 11:15:07,815 - 'e'
 2022-09-20 11:15:07,924 - Key.space
 2022-09-20 11:15:08,415 - 't'
 2022-09-20 11:15:08,706 - 'i'
 2022-09-20 11:15:08,887 - 'j'
 2022-09-20 11:15:09,079 - 'd'
 2022-09-20 11:15:09,172 - Key.space
 2022-09-20 11:15:09,541 - 'o'
 2022-09-20 11:15:09,663 - 'o'
 2022-09-20 11:15:09,844 - 'k'
 2022-09-20 11:15:10,122 - Key.enter
 2022-09-20 11:16:45,023 - 'k'
 2022-09-20 11:16:45,122 - Key.space
 2022-09-20 11:16:45,441 - 'h'
 2022-09-20 11:16:45,694 - 'e'
 2022-09-20 11:16:45,819 - 'b'
 2022-09-20 11:16:45,979 - Key.space
 2022-09-20 11:16:46,119 - 'e'
 2022-09-20 11:16:46,255 - 'e'
 2022-09-20 11:16:46,348 - 'n'
 2022-09-20 11:16:46,505 - Key.space
 2022-09-20 11:16:47,626 - 'k'
 2022-09-20 11:16:47,725 - 'e'
 2022-09-20 11:16:48,060 - 'y'
 2022-09-20 11:16:48,171 - 'l'
 2022-09-20 11:16:48,386 - 'o'
 2022-09-20 11:16:48,704 - 'g'
 2022-09-20 11:16:48,866 - 'g'
 2022-09-20 11:16:49,067 - 'e'
 2022-09-20 11:16:49,233 - 'r'
 2022-09-20 11:16:49,337 - Key.space
 2022-09-20 11:16:49,632 - 'g'
 2022-09-20 11:16:49,735 - 'e'
 2022-09-20 11:16:49,922 - 'm'
 2022-09-20 11:16:50,126 - 'a'
 2022-09-20 11:16:50,271 - 'a'
 2022-09-20 11:16:50,395 - 'k'
 2022-09-20 11:16:50,592 - 't'
 2022-09-20 11:16:50,727 - Key.space
 2022-09-20 11:16:50,968 - 'e'
 2022-09-20 11:16:51,134 - 'n'
 2022-09-20 11:16:51,283 - Key.space
 2022-09-20 11:16:51,770 - 'k'
 2022-09-20 11:16:51,917 - Key.space
 2022-09-20 11:16:52,257 - 'g'
 2022-09-20 11:16:52,397 - 'a'
 2022-09-20 11:16:52,509 - Key.space
 2022-09-20 11:16:53,179 - 'h'
 2022-09-20 11:16:53,284 - 'e'
 2022-09-20 11:16:53,402 - 'm'
 2022-09-20 11:16:53,591 - Key.space
 2022-09-20 11:16:54,089 - 'o'
 2022-09-20 11:16:54,278 - 'p'
 2022-09-20 11:16:54,470 - Key.space
 2022-09-20 11:16:54,673 - 'm'
 2022-09-20 11:16:54,878 - 'i'
 2022-09-20 11:16:55,105 - 'n'
 2022-09-20 11:16:55,218 - 't'
 2022-09-20 11:16:55,389 - 'y'
 2022-09-20 11:16:55,486 - Key.space
 2022-09-20 11:16:55,950 - 'g'
 2022-09-20 11:16:56,093 - 'e'
 2022-09-20 11:16:56,213 - 'b'
 2022-09-20 11:16:56,361 - 'r'
 2022-09-20 11:16:56,618 - 'u'
 2022-09-20 11:16:56,759 - 'i'
 2022-09-20 11:16:56,930 - 'k'
 2022-09-20 11:16:57,098 - 'e'
 2022-09-20 11:16:57,225 - 'n'
 2022-09-20 11:16:57,484 - Key.enter
 2022-09-20 11:17:55,404 - 'p'
 2022-09-20 11:17:55,546 - 'p'
 2022-09-20 11:17:56,022 - Key.backspace
 2022-09-20 11:17:56,268 - 's'
 2022-09-20 11:17:56,404 - 's'
 2022-09-20 11:17:56,543 - 's'
 2022-09-20 11:17:56,685 - 's'
 2022-09-20 11:17:56,805 - 's'
 2022-09-20 11:17:57,347 - 't'
 2022-09-20 11:17:57,496 - Key.enter
 2022-09-20 11:17:59,019 - 'k'
 2022-09-20 11:17:59,174 - Key.space
 2022-09-20 11:17:59,405 - 'h'
 2022-09-20 11:17:59,572 - 'e'
 2022-09-20 11:17:59,706 - 'b'
 2022-09-20 11:17:59,864 - Key.space
 2022-09-20 11:18:00,056 - 'e'
 2022-09-20 11:18:00,187 - 'e'
 2022-09-20 11:18:00,279 - 'n'
 2022-09-20 11:18:00,426 - Key.space
 2022-09-20 11:18:01,243 - 'k'
 2022-09-20 11:18:01,374 - 'e'
 2022-09-20 11:18:01,680 - 'y'
 2022-09-20 11:18:01,815 - 'l'
 2022-09-20 11:18:02,010 - 'o'
 2022-09-20 11:18:02,242 - 'g'
 2022-09-20 11:18:02,374 - 'g'
 2022-09-20 11:18:02,695 - 'e'
 2022-09-20 11:18:02,875 - 'r'
 2022-09-20 11:18:02,996 - Key.space
 2022-09-20 11:18:03,249 - 'g'
 2022-09-20 11:18:03,330 - 'e'
 2022-09-20 11:18:03,524 - 'm'
 2022-09-20 11:18:03,648 - 'a'
 2022-09-20 11:18:03,808 - 'a'
 2022-09-20 11:18:03,917 - 'k'
 2022-09-20 11:18:04,107 - 't'
 2022-09-20 11:18:05,674 - Key.enter
 2022-09-20 11:18:32,589 - Key.print_screen
 2022-09-20 11:18:44,398 - Key.ctrl_l
 2022-09-20 11:18:44,915 - Key.ctrl_l
 2022-09-20 11:18:44,947 - Key.ctrl_l
 2022-09-20 11:18:44,981 - Key.ctrl_l
 2022-09-20 11:18:45,006 - '\x16'
 2022-09-20 11:18:45,187 - Key.enter
 2022-09-20 11:18:46,591 - 'r'
 2022-09-20 11:18:46,925 - 'a'
 2022-09-20 11:18:47,074 - 'a'
 2022-09-20 11:18:47,280 - 'd'
 2022-09-20 11:18:47,408 - Key.space
 2022-09-20 11:18:47,586 - 'e'
 2022-09-20 11:18:47,794 - 's'
 2022-09-20 11:18:47,902 - Key.space
 2022-09-20 11:18:48,481 - 'n'
 2022-09-20 11:18:48,783 - 'a'
 2022-09-20 11:18:48,964 - 'a'
 2022-09-20 11:18:49,587 - 'r'
 2022-09-20 11:18:49,703 - Key.space
 2022-09-20 11:18:50,145 - 'w'
 2022-09-20 11:18:50,366 - 'i'
 2022-09-20 11:18:50,475 - 'e'
 2022-09-20 11:18:50,611 - Key.space
 2022-09-20 11:18:50,799 - 'd'
 2022-09-20 11:18:51,035 - 'i'
 2022-09-20 11:18:51,149 - 'e'
 2022-09-20 11:18:51,281 - Key.space
 2022-09-20 11:18:51,570 - 'g'
 2022-09-20 11:18:51,700 - 'a'
 2022-09-20 11:18:51,830 - 'a'
 2022-09-20 11:18:51,944 - 't'
 2022-09-20 11:18:52,286 - "'"
 2022-09-20 11:18:52,301 - Key.enter
 2022-09-20 11:18:53,694 - Key.backspace
 2022-09-20 11:20:35,971 - Key.cmd
 2022-09-20 11:20:36,083 - 'l'
 2022-09-20 11:20:38,378 - <255>
 2022-09-20 11:23:09,807 - <255>
 2022-09-20 11:23:11,254 - 'm'
 2022-09-20 11:23:47,901 - 'g'
 2022-09-20 11:23:48,342 - 'm'
 2022-09-20 11:23:48,505 - 'a'
 2022-09-20 11:23:48,602 - 'i'
 2022-09-20 11:23:48,802 - 'l'
 2022-09-20 11:23:49,045 - Key.enter
 2022-09-20 11:23:53,567 - Key.space
 2022-09-20 11:23:53,731 - 'a'
 2022-09-20 11:23:54,040 - 'c'
 2022-09-20 11:23:54,161 - 'c'
 2022-09-20 11:23:54,334 - 'o'
 2022-09-20 11:23:54,575 - 'u'
 2022-09-20 11:23:54,824 - 'n'
 2022-09-20 11:23:55,038 - 't'
 2022-09-20 11:23:55,122 - Key.space
 2022-09-20 11:23:55,388 - 'm'
 2022-09-20 11:23:55,531 - 'a'
 2022-09-20 11:23:55,658 - 'k'
 2022-09-20 11:23:55,822 - 'e'
 2022-09-20 11:23:55,953 - 'n'
 2022-09-20 11:23:56,223 - Key.enter
 2022-09-20 11:24:06,758 - Key.shift
 2022-09-20 11:24:07,037 - 'P'
 2022-09-20 11:24:07,681 - 'y'
 2022-09-20 11:24:07,895 - 't'
 2022-09-20 11:24:08,270 - 'h'
 2022-09-20 11:24:08,425 - 'o'
 2022-09-20 11:24:08,754 - 'n'
 2022-09-20 11:24:10,753 - Key.shift
 2022-09-20 11:24:11,267 - Key.shift
 2022-09-20 11:24:11,299 - Key.shift
 2022-09-20 11:24:11,331 - Key.shift
 2022-09-20 11:24:11,362 - Key.shift
 2022-09-20 11:24:11,394 - Key.shift
 2022-09-20 11:24:11,441 - Key.shift
 2022-09-20 11:24:11,473 - Key.shift
 2022-09-20 11:24:11,490 - Key.shift
 2022-09-20 11:24:11,538 - Key.shift
 2022-09-20 11:24:11,572 - Key.shift
 2022-09-20 11:24:11,604 - Key.shift
 2022-09-20 11:24:11,636 - Key.shift
 2022-09-20 11:24:11,668 - Key.shift
 2022-09-20 11:24:11,699 - Key.shift
 2022-09-20 11:24:11,737 - Key.shift
 2022-09-20 11:24:11,769 - Key.shift
 2022-09-20 11:24:11,800 - Key.shift
 2022-09-20 11:24:11,832 - Key.shift
 2022-09-20 11:24:11,864 - Key.shift
 2022-09-20 11:24:11,904 - Key.shift
 2022-09-20 11:24:11,931 - Key.shift
 2022-09-20 11:24:11,963 - Key.shift
 2022-09-20 11:24:11,994 - Key.shift
 2022-09-20 11:24:12,027 - Key.shift
 2022-09-20 11:24:12,059 - Key.shift
 2022-09-20 11:24:12,099 - Key.shift
 2022-09-20 11:24:12,130 - Key.shift
 2022-09-20 11:24:12,162 - Key.shift
 2022-09-20 11:24:12,162 - 'P'
 2022-09-20 11:24:12,758 - 'y'
 2022-09-20 11:24:12,928 - 't'
 2022-09-20 11:24:13,031 - 'h'
 2022-09-20 11:24:13,329 - 'o'
 2022-09-20 11:24:13,575 - 'n'
 2022-09-20 11:24:15,872 - Key.shift
 2022-09-20 11:24:16,050 - 'P'
 2022-09-20 11:24:16,644 - 'y'
 2022-09-20 11:24:16,998 - 't'
 2022-09-20 11:24:17,172 - 'h'
 2022-09-20 11:24:17,519 - 'o'
 2022-09-20 11:24:17,812 - 'n'
 2022-09-20 11:24:19,083 - 'e'
 2022-09-20 11:24:19,308 - 'm'
 2022-09-20 11:24:19,564 - 'a'
 2022-09-20 11:24:19,847 - 'i'
 2022-09-20 11:24:20,055 - 'l'
 2022-09-20 11:24:21,870 - '2'
 2022-09-20 11:24:22,284 - '3'
 2022-09-20 11:24:22,534 - '4'
 2022-09-20 11:24:28,487 - Key.backspace
 2022-09-20 11:24:28,651 - Key.backspace
 2022-09-20 11:24:28,801 - Key.backspace
 2022-09-20 11:24:30,050 - '9'
 2022-09-20 11:24:30,298 - '0'
 2022-09-20 11:24:35,966 - Key.shift
 2022-09-20 11:24:38,822 - Key.shift
 2022-09-20 11:24:39,342 - Key.shift
 2022-09-20 11:24:39,382 - Key.shift
 2022-09-20 11:24:39,382 - 'F'
 2022-09-20 11:24:40,439 - Key.backspace
 2022-09-20 11:24:40,855 - Key.shift
 2022-09-20 11:24:41,123 - 'F'
 2022-09-20 11:24:41,411 - 'a'
 2022-09-20 11:24:41,568 - 'b'
 2022-09-20 11:24:41,774 - 'r'
 2022-09-20 11:24:42,102 - 'i'
 2022-09-20 11:24:42,338 - 'z'
 2022-09-20 11:24:42,563 - 'i'
 2022-09-20 11:24:42,863 - 'o'
 2022-09-20 11:24:43,223 - '0'
 2022-09-20 11:24:43,464 - '6'
 2022-09-20 11:24:43,645 - '7'
 2022-09-20 11:24:45,499 - Key.shift
